ORF Length,GC Content,Transcript Length,CpG Island,Ficket score,coding=1
90,50,544,9,1,0
225,39,1177,21,1,0
60,50,338,14,0,0
2997,68,3206,290,1,1
75,38,1072,6,1,0
387,50,2682,46,0,0
192,56,2662,50,1,0
231,42,2344,19,0,0
198,52,689,21,1,0
120,47,718,4,0,0
1227,58,2294,144,1,1
123,37,532,4,0,0
195,45,692,4,1,0
435,49,3402,55,1,0
138,38,658,3,1,0
225,49,1453,23,1,0
135,54,758,11,1,0
150,43,1016,8,0,0
30,37,346,2,1,0
240,62,986,84,1,0
159,45,1107,20,0,0
318,46,2070,54,1,0
249,34,1888,13,0,0
189,39,967,5,1,0
249,42,786,9,0,0
276,52,2993,49,1,0
201,47,1871,56,1,0
219,43,719,5,0,0
417,62,1637,88,1,0
78,35,460,3,0,0
300,53,542,6,1,0
180,47,1444,30,1,0
1338,55,3098,141,0,1
177,44,2062,26,0,0
135,47,704,5,1,0
183,44,660,11,1,0
240,42,566,8,1,0
237,49,1022,34,0,0
960,55,1741,36,1,0
351,63,893,55,2,0
159,50,592,27,1,0
51,43,388,3,1,0
84,54,678,24,1,0
477,53,1366,24,0,0
75,44,522,10,1,0
213,46,562,9,0,0
960,54,2036,40,1,0
75,30,445,2,1,0
132,52,700,18,1,0
81,57,265,3,1,0
417,61,1436,72,1,0
156,41,1110,16,0,0
117,45,1334,23,1,0
417,60,1218,48,1,0
288,40,3229,31,1,0
318,38,1732,26,1,0
159,37,1112,15,1,0
282,48,845,11,0,0
93,41,853,6,1,0
189,47,596,8,1,0
75,54,435,14,0,0
276,53,1286,37,1,0
156,45,773,29,1,0
282,56,791,25,1,0
93,37,786,5,1,0
228,52,2876,51,1,0
321,36,744,8,1,0
84,34,366,2,0,0
219,49,461,8,0,0
1194,55,1899,37,1,0
180,50,830,29,1,0
45,44,574,15,1,0
267,49,758,21,1,0
225,48,1190,12,1,0
141,45,558,8,1,0
135,54,563,9,0,0
78,54,595,24,1,0
306,57,845,20,1,0
93,47,780,19,1,0
858,61,3532,163,1,0
366,40,733,3,1,0
321,38,1259,8,1,0
444,62,2226,118,1,0
195,46,469,2,2,0
351,47,1020,31,0,0
117,35,403,0,1,0
195,46,519,4,0,0
141,44,1196,10,1,0
180,51,713,8,1,0
150,48,531,3,1,0
117,37,1423,13,0,0
288,42,1137,7,0,0
159,45,1203,22,1,0
267,40,2056,26,0,0
204,46,1140,11,0,0
222,52,1178,39,1,0
198,49,510,5,1,0
228,51,870,32,0,0
240,40,893,4,0,0
210,48,1662,38,1,0
132,41,1205,16,1,0
117,40,355,1,0,0
78,36,303,3,1,0
195,46,483,2,1,0
426,46,1447,12,1,0
135,49,1856,75,0,0
285,42,413,4,0,0
237,41,900,12,1,0
75,39,1253,26,0,0
177,50,314,2,0,0
147,41,904,8,2,0
477,54,1417,26,0,0
267,54,1530,53,1,0
390,66,2099,128,1,1
72,49,361,7,1,0
2259,69,2890,273,1,1
177,53,622,35,1,0
87,47,536,20,1,0
306,50,952,17,1,0
129,39,722,9,0,0
360,52,1302,18,1,0
2907,69,3311,302,1,1
180,42,1308,9,1,0
255,52,1807,39,0,0
417,65,494,23,0,0
195,47,946,19,1,0
228,44,531,4,0,0
78,49,981,18,0,0
189,44,953,9,0,0
39,49,300,10,0,0
327,45,1044,18,0,0
231,45,951,20,1,0
120,50,917,14,1,0
774,55,1565,29,0,0
243,40,1658,16,0,0
252,54,887,30,0,0
276,48,726,21,1,0
627,60,750,37,1,1
1152,43,2676,38,0,0
288,46,3391,74,1,0
105,52,1126,13,1,0
276,68,535,58,1,0
174,56,678,42,1,0
75,40,825,12,1,0
129,46,1277,10,1,0
351,41,1555,13,0,0
177,43,2376,24,1,0
387,56,849,35,1,0
75,35,321,2,1,0
168,50,413,11,2,0
150,44,583,6,1,0
246,51,964,33,1,0
195,42,995,4,1,0
264,40,750,3,1,0
192,53,1370,54,1,0
72,48,692,28,1,0
225,49,1897,61,1,0
564,65,906,52,0,0
0,51,131,10,0,0
129,45,690,16,1,0
81,38,453,2,0,0
333,44,1098,18,0,0
27,44,604,14,1,0
282,50,1268,16,0,0
288,44,1550,30,0,0
477,49,1982,20,1,0
1626,65,2114,143,1,1
186,48,450,4,0,0
264,58,1759,59,1,0
108,38,1536,8,0,0
186,48,402,10,0,0
453,46,700,25,3,1
261,55,1156,41,0,0
222,56,948,47,1,0
267,49,647,16,0,0
117,33,418,1,0,0
1491,63,1645,99,1,1
231,42,1448,16,1,0
96,39,338,3,3,0
216,56,475,24,1,1
78,52,256,2,0,0
219,42,796,8,0,0
129,39,1289,11,0,0
18,58,487,33,1,0
165,42,734,7,1,0
129,63,750,53,1,1
246,45,1095,18,0,0
231,57,705,30,0,0
594,66,1832,117,1,1
312,36,884,2,1,0
78,28,512,2,1,0
219,39,1639,40,0,0
357,54,1155,38,1,0
222,53,643,12,1,0
141,31,1997,7,1,0
168,44,497,5,1,0
129,56,566,23,1,0
342,38,3363,17,0,0
216,51,1030,27,1,0
183,40,1603,23,0,0
789,54,1949,36,1,0
249,52,840,40,1,0
165,42,814,6,1,0
264,50,785,16,1,0
381,62,1079,30,1,0
54,35,596,4,0,0
177,39,1204,12,1,0
264,48,1025,12,1,0
276,45,448,8,1,0
144,55,383,8,0,0
225,41,948,16,0,0
321,56,913,22,0,0
135,41,472,5,0,0
123,42,681,5,1,0
81,65,537,27,1,0
129,38,480,2,1,0
117,54,1261,60,1,0
39,57,378,21,0,0
123,54,1260,59,1,0
153,42,533,6,1,0
198,43,622,5,1,0
171,38,1172,10,1,0
108,42,1487,12,0,0
300,46,456,8,0,0
303,53,1347,23,0,0
249,41,720,6,0,0
72,59,642,15,1,0
222,43,778,7,0,0
60,41,184,2,1,0
360,56,1107,69,1,1
276,49,1279,18,0,0
120,43,494,11,1,0
87,50,294,4,1,0
1800,60,2114,102,1,1
258,51,1214,40,1,0
219,38,2229,2,0,0
150,45,768,7,0,0
675,48,1309,16,1,0
804,64,1055,85,1,0
213,54,544,10,1,0
228,50,716,24,1,0
216,58,778,45,1,0
216,47,500,3,0,0
120,49,568,4,1,0
54,39,733,11,1,0
339,39,1541,5,1,0
72,54,462,10,1,0
345,42,2743,57,0,0
324,53,1262,30,1,0
87,43,673,11,1,0
186,40,2544,16,0,0
30,41,386,8,0,0
225,39,1176,18,1,0
315,49,686,17,0,0
117,40,613,3,1,0
321,42,546,0,1,0
669,67,842,61,1,1
225,50,949,9,1,0
201,44,629,3,0,0
126,52,1067,12,1,0
135,38,575,21,1,0
201,43,1411,35,0,0
150,51,957,15,1,0
117,49,778,16,0,0
159,45,1764,14,0,0
306,37,1980,16,0,0
261,56,1157,45,0,0
333,55,1750,62,1,0
264,59,812,19,1,0
111,43,479,8,1,0
267,63,836,54,0,0
189,44,1990,24,1,0
150,43,630,4,1,0
258,42,1382,26,0,0
114,49,845,25,0,0
264,52,894,26,1,0
171,50,831,8,1,0
186,45,1896,43,1,0
336,43,1039,13,0,0
189,41,633,2,1,0
2349,57,2458,128,3,1
144,50,844,38,1,0
174,49,784,14,1,0
429,44,1126,15,1,0
183,56,696,42,1,0
228,64,799,69,1,0
105,44,439,8,1,0
105,41,577,10,0,0
243,44,1464,9,0,0
195,43,763,4,1,0
312,55,2443,60,0,0
192,40,744,4,0,0
159,31,615,6,1,0
186,54,1006,40,1,0
477,50,2105,30,1,0
144,53,543,11,0,0
225,43,1068,20,0,0
204,36,3732,20,0,0
141,60,706,39,1,0
399,50,4211,98,0,0
195,53,795,13,0,0
111,46,672,5,1,0
159,49,748,8,0,0
105,43,842,5,1,0
282,42,2342,29,0,0
507,65,727,35,1,1
174,42,1213,16,0,0
498,73,556,57,0,1
207,49,1122,8,0,0
417,60,1536,60,1,0
294,56,571,21,1,0
585,45,847,11,1,0
135,48,473,2,1,0
180,50,2000,70,1,0
195,47,1987,14,0,0
126,51,449,7,1,0
162,40,1023,3,0,0
195,49,528,1,1,0
276,55,480,9,0,0
246,50,1388,34,0,0
153,49,471,2,1,0
99,42,648,2,0,0
306,43,3181,40,0,0
45,64,199,7,1,0
366,47,1646,52,0,0
192,45,809,4,2,0
273,37,5227,32,0,0
459,67,799,66,1,1
183,41,797,15,1,0
192,50,508,12,1,0
243,41,1526,14,0,0
201,56,831,41,1,0
81,52,701,32,0,0
267,47,3591,38,1,0
279,57,599,20,2,0
213,46,1551,34,1,0
180,45,1821,39,0,0
63,37,390,4,2,0
108,43,592,24,0,0
417,61,1620,76,1,0
363,62,2029,85,1,0
315,55,763,39,1,1
123,52,632,9,1,0
342,67,592,45,1,1
342,55,1264,52,1,0
384,50,1891,21,1,0
303,42,1999,41,0,0
906,69,1036,85,1,1
249,52,4774,61,1,0
234,59,461,13,0,0
576,56,4800,126,0,0
219,38,2593,15,1,0
1086,63,1933,148,1,1
321,38,1415,6,1,0
243,41,1765,16,0,0
183,41,724,11,0,0
762,66,3214,181,1,1
213,47,412,7,0,0
198,44,687,3,0,0
366,50,667,10,1,0
189,63,636,20,1,0
96,50,839,37,1,0
207,45,1521,9,1,0
141,51,371,8,0,0
90,40,1145,7,0,0
144,53,566,35,1,0
108,60,839,53,0,0
153,48,519,6,0,0
204,45,1335,9,1,0
294,44,2947,28,0,0
90,47,159,2,1,0
222,60,320,11,0,0
165,47,456,7,2,0
141,43,1023,7,0,0
213,48,255,6,1,0
120,42,603,14,1,0
252,51,1035,29,0,0
72,28,209,4,0,0
348,54,759,13,0,0
138,41,488,8,1,0
189,48,1949,70,1,0
147,49,894,17,1,0
153,38,888,7,1,0
147,54,828,31,1,0
135,40,1354,10,1,0
183,48,727,12,1,0
198,50,518,7,1,0
276,49,1638,42,0,0
420,52,1029,22,0,0
84,50,423,16,1,0
192,46,2128,45,1,0
312,40,1363,15,1,0
123,53,1201,51,1,0
60,56,407,7,0,0
357,49,1058,43,0,0
405,57,1275,16,1,0
237,46,1828,42,1,0
1983,69,1986,137,1,1
252,43,1996,17,1,0
156,56,480,32,1,0
210,41,1299,18,1,0
138,38,914,8,1,0
90,51,820,15,1,0
189,46,956,4,1,0
2112,66,2679,145,1,1
276,52,1301,34,0,0
198,41,1602,18,1,0
48,45,471,7,1,0
387,64,698,30,0,1
129,44,554,8,1,0
312,45,1042,11,0,0
108,49,614,14,1,0
129,36,995,9,0,0
279,41,3125,55,1,0
555,39,3040,25,2,0
207,52,1418,54,0,0
270,54,2571,127,1,0
192,42,745,4,1,0
387,58,1914,60,1,0
48,52,708,11,1,0
129,45,431,4,0,0
177,44,1462,9,1,0
249,34,1759,13,0,0
204,43,457,5,0,0
33,44,301,3,1,0
282,47,1129,31,1,0
30,51,321,8,0,0
273,36,2674,17,1,0
0,54,419,29,1,0
102,56,1193,67,1,0
219,50,1343,37,1,0
306,54,4122,92,0,0
201,37,1353,6,1,0
249,55,749,16,0,0
471,63,787,50,2,1
147,52,987,30,1,0
330,57,984,36,0,0
276,47,1308,24,0,0
150,50,1109,18,1,0
153,41,718,3,0,0
87,42,487,8,1,0
234,55,618,6,0,0
3,64,280,26,0,0
330,55,1212,41,1,0
111,49,333,4,1,0
168,47,856,6,1,0
195,37,3087,29,0,0
531,47,890,12,1,0
276,47,1051,15,0,0
240,54,1129,40,1,0
1020,47,2875,76,0,1
216,49,585,11,1,0
210,66,575,20,1,1
123,49,1312,46,0,0
111,40,440,4,0,0
777,54,1585,31,0,0
342,43,1009,13,1,0
210,51,904,6,0,0
228,38,1531,13,0,0
210,48,1076,27,1,0
177,43,424,1,1,0
150,51,2136,56,0,0
282,43,2487,62,0,0
318,40,1003,7,0,0
168,51,343,1,1,0
300,43,1416,7,1,0
273,43,2157,16,1,0
219,49,695,31,0,0
2085,67,3305,271,1,1
129,38,702,7,0,0
231,31,2203,15,0,0
525,70,889,89,1,1
357,53,950,30,1,0
135,41,1068,5,1,0
297,47,1993,27,1,0
564,43,1651,20,1,0
114,54,336,9,2,0
222,48,810,16,1,0
5820,67,7408,540,1,1
219,57,614,36,1,1
357,54,1283,41,1,0
183,49,1015,28,0,0
255,36,491,3,2,0
135,48,476,3,1,0
267,43,916,3,1,0
276,55,1562,33,0,0
1833,64,3176,145,1,1
99,39,545,15,2,0
138,42,571,4,1,0
273,44,1553,25,0,0
303,49,1605,28,0,0
339,48,683,14,1,0
393,45,2834,61,0,0
87,38,814,4,0,0
147,47,1391,27,1,0
384,51,1615,56,1,0
72,39,941,4,1,0
393,54,1145,30,1,0
180,39,692,10,0,0
216,48,377,16,0,0
39,57,507,32,1,0
195,51,746,9,0,0
150,51,1014,21,1,0
96,45,627,20,1,0
207,50,1334,42,0,0
384,51,427,8,0,0
582,47,2737,82,0,1
195,49,446,2,1,0
339,39,1178,4,1,0
111,32,1047,3,1,0
237,54,1037,18,0,0
276,44,1098,8,0,0
312,55,444,3,1,0
474,47,1548,21,1,0
276,41,1320,10,0,0
276,45,1814,24,0,0
159,45,727,6,1,0
222,50,745,17,1,0
153,38,1094,11,1,0
207,45,1165,3,1,0
201,50,2101,55,1,0
165,39,1436,13,1,0
1281,61,1618,82,1,1
273,43,1090,11,1,0
222,45,604,5,1,0
225,46,1179,36,0,0
330,56,1266,60,1,0
981,48,2340,86,0,1
357,55,1220,43,1,0
153,40,1059,9,1,0
366,59,2241,45,0,0
243,44,1030,5,1,0
369,45,741,5,0,0
84,38,974,8,0,0
75,46,487,4,1,0
0,47,157,2,0,0
114,45,941,5,1,0
291,55,1129,18,1,0
183,56,1237,76,0,0
237,42,695,5,0,0
192,46,314,11,0,0
105,45,484,4,0,0
363,52,817,31,0,0
225,39,3145,21,0,0
201,47,2539,45,0,0
255,53,1187,20,0,0
240,59,794,35,1,0
195,53,725,12,1,0
1077,54,1873,42,1,0
165,45,966,28,1,0
168,55,935,35,0,0
105,50,570,26,0,0
129,43,1782,34,1,0
321,39,1748,5,1,0
111,40,359,6,0,0
207,46,1050,10,1,0
177,54,637,38,1,0
150,49,830,9,1,0
306,46,3368,65,0,0
276,38,698,3,1,0
195,52,1395,29,1,0
276,44,1192,16,0,0
171,43,380,3,1,0
231,42,997,11,1,0
372,35,850,9,1,0
195,46,583,4,1,0
195,66,468,43,0,1
90,61,689,39,1,0
834,60,1524,86,1,1
159,51,986,28,1,0
753,55,1768,32,1,0
354,68,740,63,1,1
537,61,2473,201,1,0
297,42,1214,7,0,0
318,43,774,6,0,0
213,35,1247,14,0,0
318,41,1886,17,0,0
324,50,2737,47,0,0
135,53,1450,51,0,0
42,57,624,13,0,0
264,56,681,20,1,0
291,50,2831,60,1,0
255,50,1192,25,1,0
126,56,752,14,1,0
165,46,752,10,1,0
123,38,477,1,1,0
189,37,2402,15,1,0
165,47,1143,22,0,0
201,38,1124,7,0,0
144,66,437,25,0,0
201,44,514,0,1,0
21,38,339,6,0,0
141,52,480,9,1,0
141,38,1731,11,1,0
306,51,1007,15,1,0
129,37,693,4,0,0
39,50,798,33,1,0
81,38,531,3,1,0
78,39,754,9,1,0
114,36,472,7,0,0
264,37,531,0,0,0
162,48,384,3,1,0
324,44,1362,22,1,0
108,46,1516,28,0,0
258,41,1266,20,0,0
108,51,652,10,1,0
72,63,410,31,1,0
225,50,906,10,1,0
90,40,174,1,0,0
51,47,470,20,1,0
174,50,1258,34,1,0
126,46,1097,36,0,0
126,49,461,3,1,0
141,35,944,5,1,0
246,59,1843,67,1,0
261,42,759,7,1,0
225,58,712,32,0,0
150,40,658,9,0,0
186,48,289,4,1,0
195,45,619,4,1,0
306,59,1154,38,1,0
402,43,1993,15,1,0
489,44,3312,78,0,0
447,51,700,32,1,1
477,49,2158,22,1,0
231,45,1541,32,1,0
84,44,607,12,1,0
216,39,451,1,0,0
435,58,2520,142,1,0
204,36,5444,28,0,0
279,49,5847,120,0,0
216,36,2700,21,0,0
261,46,4109,46,1,0
264,50,1060,23,1,0
894,58,1598,103,1,1
297,42,1170,9,1,0
393,53,1048,23,1,0
147,45,603,11,1,0
417,60,1614,70,1,0
279,55,2224,50,1,0
162,48,378,3,0,0
234,39,737,1,1,0
333,58,2175,92,1,0
279,38,659,3,1,0
141,39,1833,12,1,0
270,47,1050,19,0,0
48,27,533,2,0,0
114,57,526,29,0,0
306,60,1180,48,1,0
276,47,857,25,1,0
36,40,364,1,1,0
195,45,633,4,1,0
102,37,220,0,0,0
300,47,448,7,1,0
147,50,768,29,0,0
243,37,4523,59,0,0
87,45,560,6,1,0
288,50,525,17,0,0
291,45,2755,13,1,0
111,48,796,8,1,0
135,47,871,9,1,0
150,43,518,3,1,0
72,43,371,2,0,0
198,48,1367,15,1,0
51,44,287,7,1,0
336,65,796,52,1,1
1560,55,3112,146,1,1
582,57,1284,92,1,1
72,42,414,4,2,0
354,52,1085,36,1,0
108,49,653,20,0,0
102,44,655,9,1,0
399,54,1953,37,1,0
1680,64,2268,114,1,1
498,51,4443,91,0,0
114,39,1051,11,1,0
318,52,756,10,0,0
276,56,645,18,1,0
54,48,569,9,1,0
393,55,525,23,1,1
621,60,2387,156,0,1
351,55,1190,40,0,0
150,50,521,7,1,0
174,53,1265,46,1,0
87,47,1432,53,1,0
246,59,2196,95,1,0
651,49,4878,95,0,0
165,38,1293,8,1,0
417,59,1089,38,1,0
315,36,2822,16,1,0
102,36,788,3,1,0
450,58,1402,54,0,0
66,47,675,11,0,0
72,49,529,24,0,0
126,35,3555,25,0,0
186,40,1807,12,0,0
231,53,609,21,1,0
285,54,623,7,0,0
138,45,750,15,0,0
237,43,638,3,0,0
132,58,335,22,1,0
459,58,797,24,0,0
222,51,921,24,1,0
246,50,1518,41,0,0
327,57,706,35,1,1
348,52,530,24,1,0
474,46,1188,25,1,0
180,31,2277,5,0,0
258,48,311,4,1,0
186,38,1154,10,1,0
195,40,990,5,1,0
282,37,3831,54,0,0
102,42,411,2,1,0
351,40,1159,11,1,0
1734,61,1839,103,1,1
90,46,635,8,1,0
288,62,493,23,0,0
81,39,514,6,1,0
438,56,793,19,0,0
78,27,157,0,0,0
189,34,391,1,1,0
174,45,509,5,1,0
894,69,1152,75,1,1
486,52,2644,77,1,0
282,41,3543,67,1,0
1026,61,1868,92,1,1
21,45,363,1,1,0
318,41,1971,25,0,0
294,46,2611,32,0,0
348,49,1580,34,1,0
273,67,510,28,1,0
195,50,918,22,1,0
201,38,2154,12,0,0
72,42,540,9,2,0
1335,66,4492,283,1,1
312,53,1046,17,0,0
138,37,792,4,0,0
390,46,1125,17,0,0
222,47,677,11,0,0
258,39,4282,45,0,0
162,43,1809,17,1,0
318,40,1194,7,0,0
138,53,498,7,1,0
120,38,1190,6,1,0
276,40,1442,10,0,0
78,57,447,16,1,0
183,67,382,30,1,0
216,41,3277,45,1,0
144,41,681,5,1,0
300,41,805,6,0,0
2385,56,2677,148,2,1
198,43,601,16,1,0
138,57,591,12,1,0
219,51,597,9,1,0
177,40,1025,7,0,0
87,47,1603,51,1,0
84,38,245,0,0,0
195,52,802,12,0,0
54,51,340,1,1,0
192,40,868,3,1,0
156,54,754,33,1,0
114,41,765,5,1,0
72,41,431,3,1,0
231,46,1217,19,0,0
192,50,433,5,1,0
165,34,913,5,0,0
255,39,3088,30,1,0
417,59,1085,38,1,0
75,50,702,16,1,0
45,49,441,12,2,1
417,61,1812,86,1,0
294,43,1885,29,0,0
183,45,1142,15,1,0
129,61,592,38,1,0
66,40,437,0,1,0
186,60,786,43,0,0
138,37,2921,17,0,0
144,57,753,37,1,0
393,51,1615,53,1,0
285,45,1741,22,0,0
741,73,1040,135,1,1
279,46,1464,21,1,0
303,66,643,66,1,1
1902,65,2612,178,1,1
453,45,1796,16,1,0
84,49,301,8,1,0
252,38,4874,17,0,0
168,47,518,7,1,0
267,53,1540,44,0,0
288,55,1112,29,1,0
231,46,1112,13,0,0
114,36,403,2,1,0
606,48,1199,16,1,0
240,45,592,4,1,0
201,52,445,12,0,0
126,39,339,8,0,0
99,42,702,3,0,0
210,43,1805,22,0,0
216,52,715,9,0,0
225,43,2442,10,1,0
1017,62,1247,88,1,1
114,55,577,26,1,0
195,53,532,8,1,0
465,44,1336,20,1,0
102,45,574,11,1,0
186,50,608,14,2,0
420,60,622,21,1,0
303,53,909,14,0,0
123,58,767,56,0,0
255,46,1092,22,0,0
117,42,634,9,0,0
147,33,1386,8,0,0
156,39,2281,22,0,0
282,54,747,18,1,0
531,59,4764,169,1,1
258,51,1176,39,1,0
144,42,596,7,0,0
333,58,2575,112,1,0
402,48,2577,28,1,0
219,43,2862,40,1,0
210,47,971,7,0,0
360,52,555,11,0,0
507,57,1819,93,0,0
243,42,3586,54,0,0
828,49,5296,97,1,0
177,43,696,7,1,0
258,44,1066,24,0,0
318,39,621,5,0,0
219,37,1594,9,0,0
72,40,970,6,1,0
237,51,2524,35,0,0
231,44,2308,19,1,0
222,44,831,7,1,0
159,57,721,18,1,0
477,50,1997,30,1,0
198,38,1717,6,0,0
408,55,480,29,1,1
264,44,1963,17,1,0
288,45,1122,20,1,0
327,38,5901,64,0,0
234,45,1555,17,1,0
150,42,1063,20,1,0
372,49,3703,113,1,0
429,63,657,41,1,1
300,51,1849,26,0,0
144,54,852,26,0,0
117,48,545,14,1,0
132,54,867,35,1,0
69,44,464,7,1,0
285,54,792,26,0,0
177,60,1624,83,0,0
135,50,1250,23,1,0
285,42,558,8,1,0
150,43,778,4,0,0
870,38,1414,14,0,0
201,45,1447,17,1,0
906,62,960,57,1,1
225,55,563,40,1,0
360,49,793,13,1,0
450,42,1228,23,0,0
1464,57,1916,116,1,1
0,64,143,13,1,0
105,48,535,1,1,0
81,49,517,9,1,0
210,50,1230,43,0,0
312,41,5413,38,0,0
378,50,2547,62,0,0
174,50,2497,30,1,0
141,40,920,5,0,0
198,49,1155,18,1,0
177,34,2850,13,0,0
147,52,471,12,1,0
321,39,448,10,1,0
168,46,428,12,1,0
366,35,1819,8,0,0
321,38,1386,6,1,0
420,58,3925,162,0,0
147,44,991,6,1,0
150,44,480,4,1,0
378,52,809,13,0,0
279,67,409,33,1,0
243,43,1427,20,0,0
150,52,702,21,0,0
579,47,1149,9,1,0
324,51,3106,44,1,0
291,35,2216,9,1,0
117,37,589,1,0,0
177,46,535,5,1,0
198,52,478,13,0,0
105,52,527,27,0,0
273,48,3794,54,1,0
186,45,1426,17,1,0
171,43,1753,35,0,0
294,47,2631,31,0,0
132,47,270,4,1,0
1356,63,1914,134,1,1
180,37,707,6,0,0
303,53,508,9,1,0
153,39,437,7,1,0
225,48,658,4,1,0
411,58,1763,59,1,0
621,57,6469,189,0,0
1521,64,2330,143,1,1
126,45,773,10,1,0
255,44,629,5,1,0
87,44,552,3,1,0
186,45,1651,18,0,0
237,44,611,5,1,0
2211,51,5890,107,1,0
198,55,491,25,1,0
183,43,428,3,1,0
147,51,996,36,0,0
267,58,1721,89,1,0
237,38,2053,9,1,0
114,49,440,12,1,0
225,45,395,2,0,0
174,54,1247,65,1,0
78,62,551,32,1,0
144,39,343,3,2,0
99,46,856,10,1,0
186,54,1871,107,1,0
141,43,1674,12,1,0
672,47,1581,11,0,0
153,43,1078,31,0,0
174,49,1709,37,0,0
18,58,378,9,0,0
147,56,1998,127,0,0
285,41,2745,23,0,0
213,44,1466,28,0,0
192,47,1087,16,1,0
270,39,1802,10,1,0
270,56,584,34,0,0
174,55,1414,72,1,0
108,46,535,11,0,0
48,50,493,11,1,0
117,52,235,5,1,0
267,51,1235,17,0,0
2010,65,2926,207,1,1
234,58,1284,49,0,0
2502,65,3793,258,1,1
183,35,2171,19,1,0
192,51,1800,60,0,0
1020,46,1436,21,1,0
120,34,1063,2,1,0
333,53,765,25,1,0
321,43,1264,18,0,0
174,45,907,11,1,0
222,42,554,3,2,0
264,38,1103,3,1,0
279,41,2192,23,1,0
87,44,646,3,1,0
300,38,2518,26,1,0
192,47,551,5,0,0
243,50,1263,43,0,0
81,46,1105,19,0,0
165,45,1614,25,0,0
141,30,1410,4,0,0
90,40,259,4,1,0
582,63,1118,39,0,1
519,58,816,43,1,1
714,71,1531,138,1,1
180,39,826,10,1,0
171,54,937,36,1,0
276,40,2663,35,1,0
246,51,1180,54,1,0
258,43,1207,24,1,0
156,49,546,12,2,0
66,26,379,1,0,0
21,39,286,2,1,0
264,53,4969,67,1,0
87,48,347,9,1,0
45,63,631,50,1,0
237,44,1094,19,0,0
1194,56,1955,51,1,0
132,60,709,39,1,0
87,43,705,11,1,0
570,47,2640,21,0,0
264,50,1766,44,1,0
132,44,1275,32,0,0
138,41,1989,11,1,0
2184,61,6083,452,0,1
300,51,2242,24,0,0
150,45,1071,10,0,0
222,48,1122,27,1,0
207,54,693,19,2,0
309,61,1340,66,2,0
417,62,1956,106,1,0
153,54,644,23,0,0
297,41,660,4,0,0
240,42,1417,30,0,0
48,52,726,11,1,0
246,39,2086,22,1,0
105,43,1306,30,1,0
168,44,1472,23,0,0
180,59,472,38,1,1
177,55,353,6,0,0
381,53,649,23,0,0
126,37,917,11,0,0
273,48,1558,60,1,0
222,56,821,27,1,0
213,46,1321,27,1,0
237,40,1439,4,1,0
186,54,639,34,1,0
111,45,279,2,0,0
207,52,1752,46,0,0
237,45,1021,6,1,0
216,53,1130,20,1,0
417,61,1336,63,1,0
312,42,887,10,1,0
354,44,1535,11,1,0
306,59,1871,45,0,0
276,43,3304,8,1,0
102,48,467,7,0,0
135,48,424,10,0,0
495,54,684,31,1,1
105,47,758,10,1,0
222,46,553,11,1,0
252,36,2234,11,0,0
279,52,789,17,0,0
435,56,1225,77,0,0
228,43,395,2,1,0
168,47,570,15,1,0
1299,65,2728,181,0,1
609,68,1067,69,1,1
177,45,1275,14,1,0
243,41,1460,16,0,0
87,44,675,3,1,0
216,38,2352,17,1,0
150,46,1968,64,0,0
1287,63,1684,116,1,1
192,39,1554,11,0,0
960,56,1260,38,1,0
93,54,429,25,1,0
