ORF Length,GC Content,Transcript Length,CpG Island,Ficket score,coding=1
2046,69,2049,141,1,1
138,39,1369,17,0,0
141,50,365,5,1,0
207,52,1096,15,1,0
159,60,438,14,1,0
192,39,857,4,1,0
201,47,436,4,0,0
45,46,365,4,0,0
129,37,554,8,0,0
213,56,2306,116,1,0
564,56,582,19,2,0
243,46,2060,17,1,0
231,43,1653,9,1,0
216,45,2291,6,1,0
216,41,3846,15,0,0
261,57,2282,50,1,0
147,45,457,9,1,0
222,48,384,2,1,0
285,50,1656,34,1,0
153,48,1222,12,0,0
501,63,554,29,0,1
153,40,600,4,1,0
273,48,1200,48,1,0
69,53,742,11,1,0
492,51,982,14,1,0
180,50,513,4,1,0
318,40,2831,30,0,0
519,66,717,65,1,1
216,36,3698,24,0,0
78,39,619,7,1,0
123,61,776,41,0,0
183,53,821,44,0,0
117,40,1269,17,1,0
294,43,1462,14,1,0
348,59,1021,42,1,0
90,42,512,6,1,0
165,36,397,1,0,0
195,39,2475,33,1,0
246,55,858,16,1,0
195,46,1718,46,0,0
192,39,2633,11,0,0
138,38,649,4,0,0
1194,55,1385,37,1,0
1350,66,2001,148,0,1
225,40,2067,17,0,0
363,43,1876,49,1,0
525,56,2877,164,0,0
1050,61,1500,94,1,1
111,37,627,1,0,0
129,38,1010,4,1,0
1065,69,1184,67,1,1
165,33,1142,7,0,0
240,50,594,11,0,0
321,50,420,4,1,0
330,56,2307,113,0,0
339,43,1550,13,1,0
129,43,705,4,1,0
294,56,788,38,1,1
165,45,834,6,1,0
207,46,1662,42,0,0
543,38,1156,6,2,0
84,53,299,5,1,0
117,33,583,6,1,0
417,66,645,30,1,1
141,42,659,7,1,0
114,48,463,11,1,0
135,37,1247,8,0,0
126,42,885,12,0,0
297,57,1142,34,1,0
165,41,1057,12,0,0
312,41,3239,29,1,0
132,41,658,4,0,0
195,50,594,3,1,0
171,55,557,28,1,0
318,38,1651,24,1,0
198,49,1045,10,1,0
234,36,3223,13,0,0
195,45,527,4,1,0
96,45,746,20,1,0
222,47,715,11,0,0
480,45,2058,34,1,0
297,44,1391,26,1,0
234,48,1265,16,0,0
156,38,840,2,0,0
1773,56,3653,156,0,1
123,52,791,17,1,0
2448,69,3252,301,1,1
174,45,888,11,1,0
117,50,723,9,1,0
189,58,477,19,1,0
186,51,1145,12,1,0
213,46,2299,38,0,0
264,45,2545,49,1,0
78,36,776,2,1,0
234,60,992,46,0,0
252,54,1304,61,0,0
222,43,845,6,0,0
126,34,444,2,1,0
180,37,2922,35,0,0
366,50,5441,109,0,0
117,39,575,4,0,0
102,63,328,23,1,0
186,43,994,22,0,0
33,57,511,10,1,0
246,59,1764,68,1,0
273,46,745,9,1,0
228,54,682,35,1,0
186,53,514,10,2,0
270,41,6537,70,0,0
318,49,1461,21,1,0
180,45,682,6,1,0
357,55,1388,43,1,0
192,37,2438,16,0,0
108,36,853,4,1,0
180,41,1923,18,1,0
276,43,1348,10,1,0
390,58,1546,102,1,0
147,47,529,13,0,0
381,47,1706,17,1,0
384,66,913,70,1,1
279,55,425,27,1,0
288,52,1376,43,1,0
195,53,485,8,1,0
39,60,573,38,0,0
171,57,1284,36,1,0
963,42,2171,40,1,0
174,39,995,11,1,0
195,38,2513,31,1,0
300,59,767,54,1,1
99,53,687,14,0,0
228,35,2051,12,1,0
198,50,524,6,1,0
894,54,2815,139,1,1
798,59,1430,94,0,0
141,36,722,4,1,0
150,49,959,36,0,0
261,37,1354,7,0,0
165,45,1824,11,1,0
228,40,2171,15,1,0
312,49,2224,30,1,0
264,46,2330,50,1,0
165,48,838,17,1,0
174,46,1328,17,1,0
243,47,553,12,1,0
138,34,2538,13,0,0
1578,56,2227,112,2,1
279,53,760,15,1,0
90,35,1145,9,1,0
261,39,743,4,1,0
270,45,4860,40,0,0
177,45,675,12,1,0
117,38,682,7,1,0
297,48,1306,24,0,0
123,47,468,14,2,0
258,51,1291,40,1,0
165,43,600,8,1,0
105,40,1588,9,0,0
273,53,633,29,0,0
312,42,1028,12,0,0
186,41,1198,9,1,0
198,46,745,7,1,0
123,37,641,3,0,0
213,40,2086,8,1,0
174,42,1627,8,0,0
273,48,1553,64,0,0
444,68,458,31,0,1
510,61,2624,131,0,0
111,53,554,7,1,0
174,58,590,36,1,0
186,43,719,8,1,0
258,47,1555,18,1,0
303,53,1127,18,0,0
231,44,1572,25,0,0
237,45,940,5,1,0
72,56,428,17,1,0
120,48,858,11,0,0
168,40,3372,34,0,0
159,37,774,3,0,0
348,56,652,38,1,0
126,45,870,13,1,0
381,47,1983,36,0,0
135,50,484,15,1,0
228,45,723,6,0,0
159,53,446,10,1,0
1338,56,3235,165,0,1
21,54,379,13,1,0
153,39,3146,18,0,0
78,51,624,23,1,0
234,48,1276,16,0,0
195,44,890,11,0,0
276,39,1687,10,0,0
177,40,353,3,1,0
243,54,1186,25,1,0
141,35,430,0,1,0
249,46,663,8,0,0
99,52,886,17,1,0
234,48,1168,17,0,0
108,40,438,8,0,0
138,41,466,3,1,0
231,55,700,22,1,0
1020,48,2579,90,0,1
168,41,277,5,0,0
171,63,573,21,1,0
396,40,569,2,1,0
492,60,523,30,0,1
468,43,4186,45,0,0
180,50,432,4,1,0
120,46,692,21,0,0
78,46,816,12,0,0
360,55,1070,35,1,0
48,49,658,21,1,0
93,45,1077,15,0,0
195,50,430,7,1,0
1215,55,6434,246,0,1
192,51,947,26,1,0
6204,67,7394,540,1,1
744,56,2351,54,1,0
195,45,564,4,0,0
2238,56,2429,121,3,1
111,46,754,24,1,0
138,38,713,5,1,0
126,47,496,7,1,0
246,39,1374,7,1,0
873,56,1196,40,3,0
99,47,476,2,1,0
507,52,941,13,0,0
195,54,638,12,0,0
417,62,2666,148,1,0
147,38,1168,8,1,0
99,48,934,11,1,0
225,50,500,3,1,0
189,45,3245,33,0,0
288,47,1807,21,0,0
567,69,811,54,1,1
174,39,4486,49,0,0
312,55,477,13,1,0
204,42,771,4,1,0
318,43,1627,38,1,0
93,60,571,25,1,0
165,36,568,5,0,0
195,45,654,4,1,0
183,42,886,13,1,0
198,45,2002,19,1,0
1332,38,7697,69,1,0
300,55,1379,43,1,0
243,34,5774,33,1,0
264,52,3222,38,1,0
201,40,836,4,0,0
207,52,1213,16,1,0
117,43,600,8,0,0
141,47,973,14,0,0
258,38,1298,10,0,0
318,50,1155,17,1,0
147,63,579,30,0,1
135,46,845,10,1,0
243,41,1732,16,0,0
231,47,1140,22,0,0
30,34,377,4,0,0
90,53,244,5,1,0
129,38,924,4,1,0
207,44,519,3,0,0
417,60,1412,61,1,0
288,39,4519,52,0,0
138,56,1111,54,1,0
153,40,1219,14,0,0
198,50,1043,10,0,0
189,47,517,6,1,0
3183,50,4998,83,1,0
1020,48,3184,96,0,1
237,46,2518,40,1,0
477,50,2242,36,1,0
168,40,2776,10,0,0
342,51,768,25,2,0
165,46,637,13,0,0
186,49,500,6,1,0
1758,65,2481,174,1,1
246,48,384,3,1,0
273,48,1651,64,1,0
579,50,2212,75,0,0
135,48,259,4,1,0
159,42,909,7,1,0
108,49,537,8,1,0
87,47,1401,55,1,0
138,54,556,11,1,0
219,49,1188,33,1,0
177,54,590,35,0,0
390,45,853,12,0,0
84,57,386,5,1,0
174,53,865,47,1,0
231,42,952,31,0,0
120,49,800,30,0,0
45,48,519,10,0,0
126,51,947,38,0,0
195,56,623,17,1,0
282,47,2220,56,1,0
96,52,1043,45,0,0
231,52,1828,41,1,0
246,47,1077,16,0,0
162,39,2754,15,0,0
177,38,539,6,0,0
219,54,7134,106,1,0
183,54,557,39,1,0
243,44,1313,22,1,0
135,55,408,9,1,0
135,43,931,8,1,0
228,54,728,39,1,0
234,49,379,20,0,0
261,46,497,11,1,0
99,38,1060,4,0,0
186,62,515,28,1,0
960,54,2282,42,1,0
261,41,622,10,0,0
243,52,575,12,1,0
135,43,1450,28,1,0
744,45,4063,32,0,0
222,54,592,18,1,0
99,50,1234,37,1,0
147,41,2088,15,0,0
135,37,1217,4,0,0
102,50,394,2,0,0
237,54,362,7,1,0
171,43,917,12,1,0
60,53,424,7,0,0
195,37,983,4,0,0
168,45,1275,13,0,0
441,53,1460,27,1,0
189,31,1785,7,1,0
807,54,2728,43,0,0
138,46,775,5,0,0
594,63,1097,73,0,1
60,33,358,1,0,0
348,44,2941,48,1,0
300,57,660,8,1,0
258,44,829,17,0,0
159,49,1241,36,0,0
120,50,491,10,1,0
477,50,1947,49,0,0
456,36,2038,23,0,0
111,43,1394,17,1,0
96,54,634,30,1,0
213,39,2625,14,1,0
246,53,2094,40,1,0
300,50,2230,67,1,0
186,42,1025,12,1,0
396,47,778,7,1,0
393,51,1992,63,0,0
132,40,879,6,0,0
168,43,573,4,1,0
168,41,2732,39,0,0
453,56,2920,104,1,0
135,49,1094,16,1,0
78,61,427,32,1,0
123,55,363,8,2,0
504,37,1873,5,0,0
156,45,544,15,0,0
510,68,750,68,1,1
195,50,444,2,1,0
207,40,1638,12,0,0
5889,67,7477,545,1,1
402,61,582,34,1,1
603,61,7923,373,1,0
414,46,2575,24,1,0
405,59,1345,53,0,0
198,39,503,6,1,0
213,39,1857,11,1,0
297,55,1306,57,1,0
66,36,434,4,0,0
204,45,540,7,0,0
828,53,2375,83,0,0
483,56,683,28,1,1
195,41,1150,4,0,0
201,43,715,6,1,0
213,57,772,33,0,0
300,37,3788,48,0,0
339,36,4598,37,0,0
120,37,1203,23,0,0
201,44,276,1,1,0
93,55,283,18,1,0
411,46,2401,42,1,0
294,57,391,14,1,0
96,51,957,41,0,0
156,31,832,2,0,0
24,43,415,7,1,0
477,53,1276,23,0,0
159,28,518,0,1,0
342,53,494,10,0,0
246,58,1868,65,1,0
159,49,1239,36,0,0
318,43,821,6,0,0
228,42,1068,6,1,0
75,39,505,3,0,0
57,45,210,4,0,0
222,54,588,15,1,0
198,50,1007,9,1,0
234,50,1185,29,0,0
186,56,3222,103,1,0
450,58,1477,59,0,0
195,50,884,15,0,0
237,42,1573,7,1,0
282,56,811,23,1,0
186,49,426,14,0,0
114,39,446,6,1,0
90,59,457,28,1,0
147,32,1151,7,0,0
111,49,451,4,1,0
291,54,838,14,0,0
249,56,990,25,0,0
261,39,586,4,0,0
222,39,2362,11,1,0
252,43,708,2,0,0
303,38,4247,30,1,0
81,44,784,7,0,0
297,52,438,5,1,0
147,55,443,19,0,0
198,50,802,31,1,0
180,42,994,13,1,0
87,48,1421,60,1,0
168,46,504,19,0,0
291,65,748,33,2,0
291,53,545,10,0,0
138,65,427,41,0,0
174,38,669,5,0,0
54,53,273,10,0,0
300,43,643,5,0,0
255,37,759,3,0,0
642,64,791,65,1,0
1506,61,1832,90,1,1
306,63,910,62,1,0
198,40,751,3,1,0
357,55,1228,41,1,0
318,41,985,6,0,0
177,43,2599,31,1,0
156,46,692,8,1,0
195,53,660,10,1,0
123,42,988,11,0,0
402,50,2617,76,1,0
123,37,835,6,0,0
135,52,654,8,1,0
246,59,2170,94,1,0
207,52,406,20,1,1
111,43,1281,11,1,0
228,41,670,3,1,0
219,35,858,5,0,0
126,43,1886,30,1,0
294,51,2041,76,1,0
219,36,1040,5,0,0
1440,64,1632,122,1,1
246,29,950,5,0,0
351,61,822,35,1,0
144,49,520,19,1,0
330,38,1027,4,1,0
228,45,731,7,0,0
129,39,635,4,1,0
135,55,408,8,1,0
519,50,1149,27,1,0
177,47,649,9,1,0
111,48,523,7,0,0
231,53,1109,7,1,0
93,36,467,2,1,0
177,57,1138,72,1,0
1020,50,3145,132,0,1
246,59,2227,96,1,0
339,45,1537,25,1,0
330,55,856,21,1,0
108,48,441,8,1,0
306,35,2647,17,0,0
150,36,1517,9,0,0
174,61,584,19,1,1
501,63,819,30,0,1
183,47,1522,54,1,0
111,47,580,4,1,0
69,32,384,1,0,0
300,61,389,18,0,0
204,53,449,20,1,0
267,48,1322,19,1,0
69,42,480,6,1,0
153,41,1945,27,0,0
231,53,664,9,0,0
147,43,930,3,1,0
195,46,605,4,1,0
174,48,779,23,1,0
135,40,414,3,1,0
141,45,447,2,0,0
150,45,424,4,1,0
87,43,708,7,1,0
306,60,1090,47,1,0
174,54,1006,53,1,0
2043,66,2557,162,1,1
195,49,1229,39,1,0
222,46,802,15,1,0
195,39,902,3,1,0
243,34,5750,31,1,0
126,38,1248,13,1,0
327,50,2210,72,0,0
366,51,2495,53,1,0
384,72,1058,118,1,1
186,48,607,15,0,0
234,43,1012,3,0,0
249,44,752,8,1,0
378,57,887,28,1,0
126,47,2126,37,0,0
276,42,2183,11,0,0
150,53,603,13,0,0
264,45,2525,48,1,0
603,66,5675,280,1,0
327,54,749,12,0,0
501,42,1552,11,1,0
174,46,1260,22,0,0
276,41,2463,25,2,0
273,48,5333,153,1,0
162,54,598,34,1,0
9,41,165,0,0,0
279,55,623,15,1,0
276,50,1663,26,0,0
477,51,2018,50,1,0
477,52,1942,38,1,0
144,51,830,17,1,0
117,44,1038,18,0,0
192,44,2123,15,1,0
726,63,830,54,1,1
378,48,441,8,1,0
150,55,995,51,1,0
156,49,447,7,1,0
111,52,268,7,1,0
477,48,4586,33,0,0
126,44,650,7,0,0
99,51,549,8,0,0
330,53,999,31,1,0
54,52,354,11,1,0
246,58,1836,66,1,0
252,53,365,3,1,0
213,49,1227,34,1,0
168,41,333,5,1,0
282,55,686,18,1,0
501,55,1823,67,1,0
174,44,648,9,1,0
264,45,2343,46,1,0
126,57,1081,39,0,0
417,61,2046,105,1,0
114,52,283,6,0,0
174,40,3851,42,0,0
609,48,1260,17,1,0
1227,51,1686,45,1,0
261,49,667,11,0,0
99,40,457,0,1,0
138,45,446,4,1,0
141,39,549,3,1,0
840,41,5734,78,0,0
150,38,416,4,2,0
81,49,975,18,0,0
234,47,969,12,1,0
303,53,590,9,1,0
342,43,3122,39,1,0
285,43,1497,12,1,0
147,44,984,5,1,0
117,59,560,28,1,0
147,45,759,26,0,0
81,54,771,13,1,0
138,52,1140,22,0,0
150,49,689,18,1,0
165,42,801,11,0,0
129,37,695,4,0,0
591,51,1815,23,1,0
225,40,1178,20,0,0
138,44,794,19,1,0
309,54,457,12,0,0
66,44,399,6,1,0
126,44,420,1,1,0
150,43,753,4,0,0
282,53,900,17,1,0
387,54,2954,49,1,0
114,42,456,3,0,0
165,43,1991,15,0,0
168,40,1941,20,1,0
87,34,960,5,1,0
135,46,554,2,2,0
231,51,447,6,0,0
345,38,5842,18,0,0
528,52,589,15,2,0
117,53,1331,52,0,0
402,37,1382,10,1,0
357,53,988,30,1,0
126,52,1292,15,1,0
213,39,966,3,1,0
207,42,1321,20,0,0
126,40,617,3,0,0
249,54,2479,50,1,0
156,42,864,11,0,0
342,52,541,25,1,0
108,52,323,15,1,0
258,46,780,9,1,0
192,38,1330,6,0,0
123,30,565,3,0,0
24,46,232,3,2,0
480,38,1364,14,1,0
234,50,870,20,0,0
237,39,1161,4,1,0
291,49,532,2,1,0
141,45,795,7,1,0
264,48,943,12,1,0
261,51,1051,19,1,0
261,52,754,22,1,0
234,60,1138,51,2,0
174,45,848,11,0,0
195,54,867,21,1,0
300,41,559,1,1,0
108,47,470,5,1,0
243,38,1994,11,1,0
174,38,1606,10,0,0
171,40,602,7,0,0
162,49,2888,123,1,0
228,43,1290,10,1,0
258,51,693,11,1,0
237,57,1940,71,0,0
288,44,924,11,1,0
1818,60,2629,118,1,1
282,55,667,15,1,0
306,62,1701,95,1,0
195,46,688,7,1,0
84,39,171,0,1,0
279,42,1354,12,1,0
186,37,1570,9,0,0
528,48,2785,35,1,0
276,50,788,25,1,0
225,38,1108,21,1,0
207,54,569,22,1,0
111,46,631,5,1,0
294,51,919,49,1,0
216,58,540,20,1,0
465,51,2219,42,0,0
231,40,760,8,1,0
63,27,426,2,1,0
1023,65,2231,122,0,1
156,46,750,18,1,0
231,49,3097,99,0,0
153,44,691,8,0,0
102,50,1353,60,0,0
321,53,423,15,2,1
216,41,258,3,6,0
417,55,1412,46,1,0
750,64,778,59,1,1
240,45,776,3,1,0
141,41,968,11,1,0
102,36,553,7,0,0
159,48,1016,24,0,0
180,58,1565,19,2,0
192,55,450,20,1,0
177,52,1925,36,1,0
78,45,944,19,1,0
237,43,2639,61,0,0
159,44,453,0,1,0
237,45,1160,14,1,0
276,51,1217,31,1,0
207,41,1060,5,0,0
207,52,1107,15,1,0
57,41,552,9,0,0
219,50,931,27,1,0
183,42,745,11,1,0
282,58,841,70,1,0
156,40,893,12,1,0
960,55,1797,35,1,0
393,43,2720,32,1,0
192,43,1469,17,1,0
330,56,2306,114,0,0
144,43,500,9,1,0
57,47,354,0,0,0
213,47,1721,18,1,0
195,43,1348,15,0,0
168,51,506,9,1,0
213,60,530,42,1,1
141,47,987,18,1,0
321,42,1444,6,1,0
138,40,456,2,1,0
186,49,1365,48,1,0
189,54,1348,87,0,0
84,55,482,17,1,0
222,42,566,1,1,0
213,57,1141,71,1,0
87,57,823,29,1,0
66,41,466,6,1,0
141,54,1325,40,0,0
300,48,2339,25,0,0
84,40,780,10,1,0
132,53,489,15,0,0
237,47,2418,43,0,0
99,40,897,6,1,0
207,52,1205,16,1,0
444,65,576,52,1,1
174,46,1044,15,1,0
282,42,963,15,0,0
138,38,913,8,1,0
1233,56,3864,164,1,1
75,37,1550,15,1,0
135,39,591,5,1,0
78,58,380,10,0,0
144,55,1558,51,0,0
141,66,855,54,1,1
201,46,376,6,1,0
357,49,1853,28,1,0
306,44,377,2,1,0
246,46,1033,8,1,0
264,50,700,10,1,0
195,41,1017,5,1,0
192,47,994,10,1,0
273,37,5301,33,0,0
246,46,1189,16,0,0
201,46,826,12,1,0
252,52,695,13,1,0
123,51,607,9,1,0
99,46,303,7,0,0
507,49,3389,66,1,0
588,62,1056,91,1,1
18,34,247,2,1,0
189,53,551,9,1,0
258,46,636,22,1,0
231,52,1939,48,0,0
117,50,780,6,1,0
201,38,3668,53,0,0
129,40,859,15,0,0
141,51,568,9,0,0
255,39,643,5,1,0
492,57,769,25,1,1
36,41,213,3,1,0
117,33,290,1,4,0
150,53,1090,49,0,0
363,64,1904,94,2,0
138,39,1230,4,0,0
231,39,2513,16,0,0
234,54,1646,48,1,0
75,28,341,2,1,0
147,41,1741,9,1,0
369,53,1108,19,1,0
2247,59,2757,124,1,1
159,46,1364,25,0,0
66,39,454,6,0,0
372,49,3092,96,0,0
312,41,954,14,1,0
1044,63,2079,166,1,1
255,51,1039,29,0,0
147,51,751,16,0,0
387,51,872,32,0,0
132,40,897,6,1,0
150,33,1206,5,0,0
207,45,1631,10,1,0
597,67,1072,92,1,1
195,57,696,22,1,0
510,58,1691,61,0,0
171,49,1523,33,1,0
213,57,696,31,0,0
174,53,482,24,1,0
120,38,696,3,1,0
51,56,142,2,1,0
183,42,695,11,0,0
255,46,513,10,0,0
291,50,1502,31,0,0
150,40,1373,18,1,0
252,51,1130,32,0,0
168,45,508,3,1,0
78,36,608,5,2,0
153,48,1261,34,1,0
99,36,1098,7,1,0
225,47,383,7,1,0
399,70,716,49,1,0
225,48,1392,31,1,0
213,49,1758,34,1,0
120,45,1157,9,0,0
120,55,531,24,0,0
141,53,492,18,0,0
153,41,945,4,0,0
252,71,728,54,1,0
192,58,2509,126,0,0
150,38,1339,9,1,0
105,38,1264,12,2,0
174,45,1204,20,0,0
186,45,1358,18,1,0
570,54,4676,57,0,0
90,59,564,33,1,1
258,50,714,10,2,0
237,42,1479,30,1,0
171,44,790,10,1,0
315,48,984,22,0,0
54,50,523,16,1,0
276,46,732,5,1,0
417,58,959,29,1,0
804,64,1088,86,1,0
180,41,643,2,1,0
147,44,407,3,0,0
165,55,570,7,1,0
960,55,1872,40,1,0
201,39,1955,8,1,0
57,34,170,0,0,0
243,49,483,4,0,0
135,41,368,3,1,0
330,59,500,21,2,0
87,45,566,10,1,0
228,62,530,32,1,1
294,59,402,18,1,0
159,39,588,8,0,0
2337,56,2446,126,3,1
117,52,885,33,1,0
171,45,622,10,1,0
213,36,4437,43,0,0
159,42,474,2,1,0
318,42,1466,16,0,0
99,53,332,7,1,0
303,46,2504,21,1,0
330,63,837,73,1,0
132,42,606,5,1,0
177,45,1305,26,0,0
195,45,653,4,1,0
96,50,822,35,0,0
186,52,2044,51,1,0
6135,67,7326,535,1,1
135,42,955,8,1,0
120,54,791,19,1,0
180,49,1132,10,1,0
150,46,423,10,0,0
234,51,1219,39,0,0
315,48,574,13,1,0
138,45,1156,14,1,0
231,34,1157,7,0,0
288,43,833,5,1,0
120,52,485,22,1,0
174,53,1019,50,1,0
111,49,529,8,0,0
183,39,1114,10,1,0
276,52,1418,38,0,0
384,49,1695,80,1,0
369,50,1404,28,1,0
291,53,1401,20,1,0
960,55,1821,44,1,0
246,52,934,44,1,0
150,39,1305,11,0,0
543,65,690,62,1,1
96,50,269,6,1,0
615,49,2624,52,1,0
429,52,4036,113,1,0
2238,54,2653,127,2,1
417,60,1427,59,1,0
498,48,1417,13,2,0
285,53,630,15,0,0
243,34,5863,34,1,0
720,46,2750,70,0,1
255,57,510,13,1,0
294,43,1524,12,1,0
78,43,396,0,1,0
279,56,1402,42,1,0
540,60,661,53,1,1
477,50,2169,31,1,0
282,59,888,46,1,0
195,43,1326,14,0,0
189,40,3160,25,1,0
207,45,1418,10,1,0
351,60,783,29,1,1
279,52,1889,31,1,0
264,58,2006,59,1,0
201,50,835,13,1,0
285,42,399,2,1,0
339,47,1751,26,0,0
624,48,1568,16,1,0
213,47,682,5,1,0
123,58,535,25,1,0
231,44,1215,16,0,0
111,41,1174,7,1,0
1197,73,1506,117,1,1
165,50,579,14,0,0
195,46,566,4,1,0
189,43,1336,9,1,0
84,43,361,7,1,0
390,49,2400,54,1,0
222,42,2052,27,0,0
426,58,574,13,0,0
105,50,627,21,1,0
99,39,492,6,0,0
165,36,729,6,0,0
336,58,800,46,0,0
255,54,542,36,2,0
441,44,3351,44,1,0
663,73,885,114,1,1
48,52,575,11,1,0
195,54,1108,40,0,0
168,43,1281,11,1,0
264,45,2462,49,1,0
594,60,2307,130,0,0
234,51,1266,32,0,0
258,43,1104,22,0,0
231,47,710,9,1,0
222,51,610,8,1,0
189,44,582,7,0,0
417,60,1314,60,1,0
153,52,855,20,0,0
237,50,383,8,0,0
222,66,554,24,1,1
198,52,621,13,0,0
366,58,2131,107,1,0
201,60,351,8,1,0
135,43,1499,11,1,0
165,41,1712,12,1,0
165,52,524,9,0,0
156,38,384,1,1,0
330,60,579,21,0,1
159,51,621,11,2,0
741,62,836,37,0,0
210,42,1134,8,1,0
135,45,787,3,1,0
147,52,541,13,1,0
135,36,2686,19,0,0
417,56,920,28,1,0
135,48,806,8,1,0
417,60,1361,50,1,0
282,40,2986,51,0,0
249,44,1434,35,0,0
105,40,429,5,0,0
111,53,679,16,1,0
1227,63,2266,140,1,1
135,53,737,33,1,0
315,38,1731,16,0,0
531,53,2697,33,0,0
234,36,3178,12,0,0
960,55,1884,41,1,0
318,34,759,6,1,0
597,65,753,55,1,1
78,37,428,2,0,0
117,41,674,6,0,0
678,70,2124,197,0,1
309,54,632,11,0,0
195,52,546,8,0,0
99,54,560,16,1,0
789,55,1920,40,1,0
234,48,1332,18,0,0
330,52,2442,64,1,0
99,55,556,21,1,0
231,54,883,17,0,0
417,61,1707,84,1,0
150,43,262,3,1,0
93,39,626,2,1,0
105,51,584,16,1,0
87,45,626,3,1,0
231,45,1078,13,0,0
204,50,944,13,0,0
987,64,2805,256,0,1
282,48,929,11,0,0
237,47,1715,39,0,0
174,50,817,14,1,0
135,45,608,7,0,0
417,61,1826,88,1,0
150,40,932,4,0,0
246,37,2308,19,0,0
0,66,430,29,1,0
153,56,1215,59,1,0
159,61,1002,48,0,0
309,66,836,69,1,1
168,39,1241,10,1,0
81,48,573,6,1,0
132,46,986,16,1,0
135,41,535,6,1,0
159,58,608,15,1,0
84,49,276,2,1,0
21,61,204,14,0,0
114,57,368,21,1,0
1185,64,1282,101,1,1
258,48,562,7,1,0
804,64,1088,85,1,0
57,44,583,10,0,0
114,52,771,21,0,0
129,45,1723,21,1,0
318,38,1606,17,0,0
702,68,946,58,1,1
144,52,808,23,0,0
624,46,2829,19,1,0
1500,65,1707,117,1,1
450,44,749,7,1,0
147,44,834,3,1,0
138,36,1932,10,1,0
219,41,761,7,1,0
267,56,454,13,1,0
540,70,727,61,1,1
147,33,1213,9,0,0
126,51,515,2,1,0
168,52,300,11,0,0
60,47,533,19,1,0
111,46,352,2,1,0
27,57,415,31,1,0
195,58,585,23,1,0
339,42,1592,7,1,0
306,48,6616,169,1,0
105,47,261,3,0,0
216,52,1052,30,1,0
96,52,568,36,1,0
99,52,397,17,1,0
231,45,1467,15,0,0
282,42,3540,72,1,0
63,47,525,6,0,0
192,55,675,28,1,0
174,37,921,8,1,0
225,49,928,9,1,0
135,43,580,2,1,0
357,58,1675,52,1,0
138,40,1396,9,0,0
90,50,647,9,0,0
144,54,486,29,1,0
126,52,808,11,1,0
87,55,733,33,1,0
603,67,4032,193,1,0
1506,61,1862,91,1,1
243,38,3809,35,0,0
78,47,974,18,0,0
138,47,781,18,1,0
57,62,451,19,1,0
195,46,580,4,1,0
201,47,381,13,1,0
309,59,1132,51,2,0
174,40,3170,40,0,0
234,48,1087,17,0,0
225,40,840,4,0,0
168,45,583,4,1,0
195,46,503,2,1,0
96,36,523,2,1,0
168,48,780,6,1,0
201,41,401,4,1,0
477,48,4930,40,0,0
120,42,790,9,1,0
522,64,3542,136,1,0
165,41,1086,8,1,0
153,62,685,26,1,0
258,38,3992,33,0,0
150,41,1726,21,1,0
111,48,674,11,1,0
87,42,778,8,1,0
318,52,2979,71,1,0
123,33,694,7,1,0
174,43,2544,45,0,0
150,43,568,4,1,0
387,54,3030,46,1,0
174,44,845,18,0,0
1587,69,1731,110,1,1
